,exp,wks,bluecol,ind,south,smsa,married,sex,union,ed,black,lwage,wage
1355,14,48,yes,0,no,no,yes,male,yes,12,no,6.80128,898.997272
1356,15,48,yes,0,no,no,yes,male,yes,12,no,6.91075,1002.99921
1357,16,51,yes,1,no,no,yes,male,yes,12,no,6.69084,804.9981667
1358,17,49,yes,1,no,no,yes,male,yes,12,no,6.47697,649.9984641
1359,11,52,no,1,yes,yes,yes,male,no,16,no,6.44572,630.0001138
1360,12,50,no,1,yes,yes,yes,male,no,16,no,6.62007,749.9975951
1361,13,50,no,1,yes,yes,yes,male,no,16,no,6.69703,809.9965594
1362,14,50,no,1,yes,yes,yes,male,no,16,no,6.82979,924.9965428
1363,15,50,no,1,yes,yes,yes,male,no,16,no,6.90776,1000.004721
1364,16,51,no,1,yes,yes,yes,male,no,16,no,6.72263,831.0001705
1365,17,52,no,1,yes,yes,yes,male,no,16,no,6.72022,828.9998714
1366,7,46,yes,0,yes,no,yes,male,no,9,no,6.05209,425.0003532
1367,8,50,yes,0,yes,no,yes,male,no,9,no,6.21461,500.0009508
1368,9,49,yes,0,yes,no,yes,male,no,9,no,6.43775,624.9989689
1369,10,48,yes,0,yes,no,yes,male,no,9,no,6.58617,724.9988002
1370,11,50,yes,0,yes,no,yes,male,no,9,no,6.68461,799.9986179
1371,12,50,yes,0,yes,no,yes,male,no,9,no,6.74524,850.0031029
1372,13,40,yes,0,yes,no,yes,male,no,9,no,6.90776,1000.004721
1373,20,50,yes,1,yes,no,no,female,no,7,no,5.53339,253.0001294
1374,21,50,yes,1,yes,no,no,female,no,7,no,5.82008,336.9990125
1375,22,50,yes,1,yes,no,no,female,no,7,no,5.8999,365.0009659
1376,23,50,yes,1,yes,no,no,female,no,7,no,5.97635,393.9996417
1377,24,49,yes,1,yes,no,no,female,no,7,no,6.05209,425.0003532
1378,25,48,yes,1,yes,no,no,female,no,7,no,6.12905,458.9999036
1379,26,39,yes,1,yes,no,no,female,no,7,no,6.21261,499.0019482
1380,29,47,no,1,no,no,yes,male,no,12,no,6.68461,799.9986179
1381,30,48,no,1,no,no,yes,male,no,12,no,6.68461,799.9986179
1382,31,47,no,1,no,no,yes,male,no,12,no,6.77422,874.9965994
1383,32,45,no,1,no,no,yes,male,no,12,no,6.84588,940.0001173
1384,33,45,no,1,no,no,yes,male,no,12,no,7.02554,1125.001896
1385,34,45,no,1,no,no,yes,male,no,12,no,7.08841,1198.001463
1386,35,45,no,1,no,no,yes,male,no,12,no,7.1309,1250.001462
1387,8,50,no,0,no,yes,no,male,no,13,no,6.39693,600.0002069
1388,9,50,no,0,no,yes,no,male,no,13,no,6.51915,678.0018388
1389,10,48,no,0,no,yes,no,male,no,13,no,6.60394,737.9971775
1390,11,50,no,0,no,yes,no,male,no,13,no,6.73815,843.9978946
1391,12,49,no,0,no,yes,no,male,no,13,no,6.84268,936.9969245
1392,13,48,no,0,no,yes,no,male,no,13,no,6.90776,1000.004721
1393,14,50,no,0,no,yes,no,male,no,13,no,7.09008,1200.003797
1394,3,43,no,0,no,no,yes,male,no,17,no,6.17379,480.0018701
1395,4,38,no,0,no,no,yes,male,no,17,no,6.33683,565.0024119
1396,5,36,no,0,no,no,yes,male,no,17,no,6.35437,574.9999765
1397,6,36,no,0,no,no,yes,male,no,17,no,6.39526,598.9990427
1398,7,36,no,0,no,no,yes,male,yes,17,no,6.55108,699.9997655
1399,8,37,no,0,no,no,yes,male,yes,17,no,6.68461,799.9986179
1400,9,38,no,0,no,no,yes,male,no,17,no,6.73102,838.0015918
1401,20,48,yes,1,no,no,yes,male,yes,11,no,6.16331,474.9977181
1402,21,47,yes,1,no,no,yes,male,yes,11,no,6.24222,513.9983216
1403,22,48,yes,1,no,no,yes,male,yes,11,no,6.36647,581.9997394
1404,23,47,yes,1,no,no,yes,male,yes,11,no,6.44254,627.9998955
1405,24,47,yes,1,no,no,yes,male,yes,11,no,6.51026,672.0011152
1406,25,45,yes,1,no,no,yes,male,yes,11,no,6.62407,753.0035935
1407,26,47,yes,1,no,no,yes,male,yes,11,no,6.71538,824.9972063
1408,7,50,no,0,yes,yes,no,female,no,12,no,5.90808,367.9989188
1409,8,50,no,0,yes,yes,no,female,no,12,no,5.92693,375.0014903
1410,9,51,no,0,yes,yes,no,female,no,12,no,6.10702,448.9987034
1411,10,51,no,0,yes,yes,no,female,no,12,no,6.26149,523.9991174
1412,11,48,no,0,yes,yes,no,female,no,12,no,6.26149,523.9991174
1413,12,50,no,0,yes,yes,no,female,no,12,no,6.31716,553.9974035
1414,13,50,no,0,yes,yes,no,female,no,12,no,6.42487,617.0006023
1415,19,46,no,0,no,yes,yes,male,no,9,no,6.07993,436.9986037
1416,20,52,no,0,no,yes,yes,male,no,9,no,6.07993,436.9986037
1417,21,51,no,0,no,yes,yes,male,no,9,no,6.13773,463.001364
1418,22,50,no,0,no,yes,yes,male,no,9,no,6.18826,486.9979921
1419,23,51,no,0,no,yes,yes,male,no,9,no,6.18826,486.9979921
1420,24,51,no,0,no,yes,yes,male,no,9,no,5.96615,390.0012717
1421,25,52,no,0,no,yes,yes,male,no,9,no,6.01616,410.0011645
1422,32,50,yes,0,yes,no,yes,male,yes,9,no,6.47697,649.9984641
1423,33,48,yes,0,yes,no,yes,male,yes,9,no,6.53669,689.9988977
1424,34,45,yes,0,yes,no,yes,male,no,9,no,6.58617,724.9988002
1425,35,38,yes,0,yes,no,yes,male,yes,9,no,6.67203,789.9976731
1426,36,28,yes,0,yes,no,yes,male,yes,9,no,6.80239,899.995713
1427,37,44,yes,0,yes,no,yes,male,yes,9,no,6.93731,1029.995796
1428,38,46,yes,0,yes,no,yes,male,yes,9,no,7.04752,1150.003195
1429,25,45,yes,0,yes,no,yes,male,yes,12,no,6.54679,697.0031987
1430,26,48,yes,0,yes,no,yes,male,yes,12,no,6.68461,799.9986179
1431,27,42,yes,0,yes,no,yes,male,yes,12,no,6.90776,1000.004721
1432,28,36,yes,0,yes,no,yes,male,yes,12,no,6.69456,807.9983367
1433,29,48,yes,0,yes,no,yes,male,yes,12,no,6.90776,1000.004721
1434,30,34,yes,0,yes,no,yes,male,yes,12,no,6.93828,1030.995377
1435,31,34,yes,0,yes,no,yes,male,yes,12,no,7.04839,1151.004134
1436,12,48,no,0,no,yes,yes,male,no,13,no,6.90575,997.9967302
1437,13,50,no,0,no,yes,yes,male,no,13,no,6.90575,997.9967302
1438,14,50,no,0,no,no,yes,male,no,13,no,7.34278,1545.001252
1439,15,49,no,0,no,no,yes,male,no,13,no,7.47591,1765.007114
1440,16,49,no,0,no,yes,yes,male,no,13,no,7.50108,1809.996155
1441,17,49,no,0,no,yes,yes,male,no,13,no,7.21744,1362.995323
1442,18,47,no,0,no,yes,yes,male,no,13,no,7.87284,2625.010041
1443,13,51,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
1444,14,35,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
1445,15,52,no,0,no,yes,yes,male,no,17,no,7.31322,1499.999419
1446,16,52,no,0,no,yes,yes,male,no,17,no,7.70661,2222.993522
1447,17,52,no,0,no,yes,yes,male,no,17,no,6.98286,1077.997034
1448,18,52,no,0,no,yes,yes,male,no,17,no,7.46737,1749.998133
1449,19,51,no,0,no,yes,yes,male,no,17,no,7.91936,2750.010476
1450,15,22,yes,0,no,yes,no,female,no,11,yes,5.39363,220.0005398
1451,16,46,yes,0,no,yes,no,female,no,11,yes,5.52146,249.9997705
1452,17,50,yes,0,no,yes,no,female,yes,11,yes,5.75257,314.9991688
1453,18,49,yes,0,no,yes,no,female,yes,11,yes,5.75257,314.9991688
1454,19,50,yes,0,no,yes,no,female,yes,11,yes,5.81413,334.9998218
1455,20,41,yes,0,no,yes,no,female,no,11,yes,5.95324,384.9987163
1456,21,42,yes,0,no,yes,no,female,no,11,yes,6.05209,425.0003532
1457,23,49,no,0,no,no,yes,male,no,17,no,6.55108,699.9997655
1458,24,40,no,0,no,no,yes,male,no,17,no,6.67203,789.9976731
1459,25,44,no,0,no,no,yes,male,no,17,no,6.66568,784.9970815
1460,26,43,no,0,no,no,yes,male,no,17,no,6.67203,789.9976731
1461,27,41,no,0,no,no,yes,male,no,17,no,6.71538,824.9972063
1462,28,40,no,0,no,no,yes,male,no,17,no,6.80239,899.995713
1463,29,42,no,0,no,no,yes,male,no,17,no,6.8977,989.9951063
1464,34,39,yes,1,no,no,no,male,yes,8,no,6.62007,749.9975951
1465,35,48,yes,1,no,no,no,male,yes,8,no,6.62007,749.9975951
1466,36,48,yes,1,no,no,no,male,yes,8,no,6.71538,824.9972063
1467,37,48,yes,1,no,no,no,male,yes,8,no,6.80239,899.995713
1468,38,47,yes,1,no,no,no,male,yes,8,no,6.85646,949.9981146
1469,39,45,yes,1,no,no,no,male,yes,8,no,6.90776,1000.004721
1470,40,45,yes,1,no,no,no,male,yes,8,no,6.95655,1050.004785
1471,30,49,no,1,no,yes,yes,male,no,10,no,6.77422,874.9965994
1472,31,48,no,1,no,yes,yes,male,no,10,no,6.90575,997.9967302
1473,32,49,no,1,no,yes,yes,male,no,10,no,6.90776,1000.004721
1474,33,49,no,1,no,yes,yes,male,no,10,no,7.3696,1586.998857
1475,34,52,no,1,no,yes,yes,male,no,10,no,7.45298,1724.995982
1476,35,49,no,1,no,yes,yes,male,no,10,no,7.64969,2099.99449
1477,36,48,no,1,no,yes,yes,male,yes,10,no,7.54961,1900.001586
1478,7,49,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
1479,8,48,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
1480,9,49,no,1,no,yes,yes,male,no,17,no,7.09008,1200.003797
1481,10,49,no,1,no,yes,yes,male,no,17,no,7.20786,1350.000174
1482,11,47,no,1,no,yes,yes,male,no,17,no,7.31322,1499.999419
1483,12,49,no,1,no,yes,yes,male,no,17,no,7.20117,1340.998816
1484,13,49,no,1,no,yes,yes,male,no,17,no,7.6009,1999.995081
1485,27,48,no,0,no,yes,yes,male,no,11,no,6.90575,997.9967302
1486,28,49,yes,0,no,yes,yes,male,no,11,no,6.90575,997.9967302
1487,29,49,yes,0,no,yes,yes,male,no,11,no,7.00307,1100.004995
1488,30,51,yes,0,no,yes,yes,male,no,11,no,7.09008,1200.003797
1489,31,48,yes,0,no,yes,yes,male,no,11,no,7.1309,1250.001462
1490,32,49,yes,0,no,yes,yes,male,no,11,no,7.08171,1190.001683
1491,33,48,yes,1,no,yes,yes,male,no,11,no,7.24423,1400.003478
1492,24,49,no,0,no,yes,yes,male,no,12,no,6.286,537.0010232
1493,25,48,yes,0,no,yes,yes,male,no,12,no,6.35437,574.9999765
1494,26,49,yes,0,no,yes,yes,male,no,12,no,6.43775,624.9989689
1495,27,49,yes,0,no,yes,yes,male,no,12,no,6.43775,624.9989689
1496,28,49,yes,0,no,yes,yes,male,no,12,no,6.47697,649.9984641
1497,29,49,yes,0,no,yes,yes,male,no,12,no,6.55108,699.9997655
1498,30,49,yes,0,no,yes,yes,male,no,12,no,6.55108,699.9997655
1499,35,48,no,0,yes,yes,yes,male,no,16,yes,6.2634,525.0009121
1500,36,50,no,0,yes,yes,yes,male,no,16,yes,6.17379,480.0018701
1501,37,50,no,0,yes,yes,yes,male,no,16,yes,6.10925,450.0010878
1502,38,46,no,0,yes,yes,yes,male,no,16,yes,6.10925,450.0010878
1503,39,52,no,0,yes,yes,yes,male,no,16,yes,6.30992,550.000947
1504,40,51,no,0,yes,yes,yes,male,no,16,yes,6.21461,500.0009508
1505,41,50,no,0,yes,yes,yes,male,no,16,yes,6.39693,600.0002069
1506,17,49,no,0,yes,yes,yes,male,no,17,no,6.85646,949.9981146
1507,18,49,no,0,yes,yes,yes,male,no,17,no,6.90575,997.9967302
1508,19,49,no,0,yes,yes,yes,male,no,17,no,7.04752,1150.003195
1509,20,49,no,0,yes,yes,yes,male,no,17,no,7.1309,1250.001462
1510,21,47,no,0,yes,yes,yes,male,no,17,no,7.24423,1400.003478
1511,22,48,no,0,yes,yes,yes,male,no,17,no,6.99485,1091.000015
1512,23,48,no,0,yes,yes,yes,male,no,17,no,7.54961,1900.001586
1513,4,49,no,0,no,no,yes,male,no,13,no,6.05209,425.0003532
1514,5,50,no,0,no,no,yes,male,no,13,no,6.05209,425.0003532
1515,6,50,no,0,no,no,yes,male,no,13,no,6.21461,500.0009508
1516,7,51,no,0,no,no,yes,male,no,13,no,6.33328,563.0002094
1517,8,50,no,0,no,no,yes,male,no,13,no,6.43775,624.9989689
1518,9,49,no,0,no,no,yes,male,no,13,no,6.19236,488.9987826
1519,10,49,no,0,no,no,yes,male,no,13,no,6.53233,686.9970512
1520,11,46,yes,1,no,no,yes,male,yes,12,no,6.31536,553.0011052
1521,12,12,yes,1,no,no,yes,male,yes,12,no,6.33328,563.0002094
1522,13,49,yes,1,no,no,yes,male,yes,12,no,6.40192,603.0016904
1523,14,49,yes,1,no,no,yes,male,yes,12,no,6.54103,693.0000006
1524,15,48,yes,1,no,no,yes,male,yes,12,no,6.54679,697.0031987
1525,16,49,yes,1,no,no,yes,male,yes,12,no,6.65028,773.0007354
1526,17,49,yes,1,no,no,yes,male,yes,12,no,6.68835,802.9962147
1527,19,48,no,0,no,yes,yes,male,no,12,no,6.81344,909.9958145
1528,20,43,no,0,no,yes,yes,male,no,12,no,6.80239,899.995713
1529,21,48,no,0,no,yes,yes,male,yes,12,no,6.95655,1050.004785
1530,22,48,no,0,no,yes,yes,male,no,12,no,7.08841,1198.001463
1531,23,48,no,0,no,yes,yes,male,yes,12,no,7.36455,1579.004714
1532,24,50,no,0,no,yes,yes,male,no,12,no,7.49554,1799.996501
1533,25,50,yes,0,no,yes,yes,male,yes,12,no,7.21082,1354.002094
1534,33,43,no,0,yes,yes,yes,male,yes,12,no,6.47851,651.0002329
1535,34,41,no,0,yes,yes,yes,male,yes,12,no,6.55393,701.9976104
1536,35,43,no,0,yes,yes,yes,male,yes,12,no,6.62804,755.9989596
1537,36,42,no,0,yes,yes,yes,male,yes,12,no,6.74524,850.0031029
1538,37,41,no,0,yes,yes,yes,male,yes,12,no,6.82979,924.9965428
1539,38,45,no,0,yes,no,yes,male,yes,12,no,7.09008,1200.003797
1540,39,46,no,0,yes,no,yes,male,yes,12,no,7.05099,1154.000638
1541,28,44,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
1542,29,49,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
1543,30,48,no,0,no,yes,yes,male,yes,17,no,7.20786,1350.000174
1544,31,45,no,0,no,yes,yes,male,yes,17,no,7.29302,1470.003411
1545,32,46,no,0,no,yes,yes,male,yes,17,no,7.37776,1600.001747
1546,33,46,no,0,no,yes,yes,male,yes,17,no,7.15462,1280.005943
1547,34,46,no,0,no,yes,yes,male,yes,17,no,7.28207,1453.994681
1548,1,45,yes,0,no,yes,no,male,no,11,no,5.70378,299.9992576
1549,2,46,yes,0,no,yes,no,male,no,11,no,6.2634,525.0009121
1550,3,43,yes,0,no,yes,no,male,no,11,no,5.92693,375.0014903
1551,4,36,yes,0,no,yes,no,male,no,11,no,5.52146,249.9997705
1552,5,44,no,0,no,yes,no,male,no,11,no,5.99146,399.9981812
1553,6,47,yes,0,no,yes,no,male,no,11,no,6.16331,474.9977181
1554,7,51,yes,0,no,yes,no,male,no,11,no,6.35437,574.9999765
1555,12,50,no,1,yes,no,yes,male,no,14,no,6.10925,450.0010878
1556,13,49,no,1,yes,no,yes,male,no,14,no,6.24417,515.0015962
1557,14,50,no,1,yes,no,yes,male,no,14,no,6.28227,535.0017404
1558,15,49,no,1,yes,no,yes,male,no,14,no,6.38519,592.9973914
1559,16,50,no,1,yes,no,yes,male,no,14,no,6.4892,657.9967552
1560,17,49,no,1,yes,no,yes,male,no,14,no,6.55678,704.0011573
1561,18,48,no,1,yes,no,yes,male,no,14,no,6.77422,874.9965994
1562,34,30,yes,0,no,yes,yes,male,yes,5,no,6.90575,997.9967302
1563,35,26,yes,0,no,yes,yes,male,yes,5,no,6.90575,997.9967302
1564,36,30,yes,0,no,yes,yes,male,yes,5,no,7.03878,1139.995963
1565,37,36,yes,0,no,yes,yes,male,yes,5,no,7.12287,1240.004143
1566,38,49,yes,0,no,yes,yes,male,yes,5,no,7.12287,1240.004143
1567,39,44,yes,0,no,yes,yes,male,yes,5,no,7.17012,1300.000594
1568,40,52,yes,0,no,yes,yes,male,yes,5,no,7.30653,1489.997916
1569,10,49,no,0,no,yes,no,female,no,12,no,6.02345,413.0009941
1570,11,49,no,0,no,yes,no,female,no,12,no,6.25383,520.000618
1571,12,49,no,0,no,yes,no,female,no,12,no,6.33328,563.0002094
1572,13,49,no,0,no,yes,no,female,no,12,no,6.47697,649.9984641
1573,14,49,no,0,no,yes,no,female,no,12,no,6.49072,658.9976708
1574,15,49,no,0,no,yes,no,female,no,12,no,6.84268,936.9969245
1575,16,49,no,0,no,yes,no,female,no,12,no,6.90174,994.0027766
1576,30,49,yes,1,yes,no,yes,male,no,12,no,5.57973,265.0000461
1577,31,52,yes,1,yes,no,yes,male,no,12,no,5.66988,289.9997323
1578,32,51,yes,1,yes,no,yes,male,no,12,no,5.826,338.9999636
1579,33,48,yes,1,yes,no,yes,male,no,12,no,5.87493,355.9997398
1580,34,50,yes,1,yes,no,yes,male,no,12,no,5.8999,365.0009659
1581,35,43,yes,1,yes,no,yes,male,no,12,no,6.10925,450.0010878
1582,36,50,yes,1,yes,no,yes,male,no,12,no,6.19236,488.9987826
1583,29,47,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
1584,30,52,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
1585,31,43,no,0,no,yes,yes,male,no,16,no,7.1107,1225.004749
1586,32,48,no,0,no,yes,yes,male,no,16,no,7.1309,1250.001462
1587,33,48,no,0,no,yes,yes,male,no,16,no,6.67077,789.0029029
1588,34,48,no,0,no,yes,yes,male,no,16,no,6.90776,1000.004721
1589,35,48,no,0,no,yes,yes,male,no,16,no,6.90776,1000.004721
1590,2,50,no,0,yes,yes,yes,male,no,16,no,6.14633,467.0003467
1591,3,50,no,0,yes,yes,yes,male,no,16,no,6.55108,699.9997655
1592,4,50,no,0,no,yes,yes,male,no,16,no,6.80239,899.995713
1593,5,50,no,0,no,yes,yes,male,no,16,no,6.90776,1000.004721
1594,6,50,no,0,no,yes,yes,male,no,16,no,7.09008,1200.003797
1595,7,50,no,0,no,yes,yes,male,no,16,no,7.24423,1400.003478
1596,8,49,no,0,no,yes,yes,male,no,16,no,7.31322,1499.999419
1597,16,40,no,0,no,yes,no,female,yes,17,no,6.68461,799.9986179
1598,17,40,no,0,no,yes,no,female,no,17,no,6.74524,850.0031029
1599,18,40,no,0,no,yes,no,female,yes,17,no,6.74524,850.0031029
1600,19,40,no,0,no,yes,no,female,no,17,no,6.85646,949.9981146
1601,20,39,no,0,no,yes,no,female,no,17,no,6.90776,1000.004721
1602,21,42,no,0,no,yes,no,female,no,17,no,6.90776,1000.004721
1603,22,42,no,1,no,yes,no,female,yes,17,no,6.90776,1000.004721
1604,2,50,yes,0,no,no,yes,male,yes,12,no,5.9135,369.9988879
1605,3,50,yes,0,no,no,yes,male,yes,12,no,6.24028,513.0021314
1606,4,50,yes,0,no,no,yes,male,yes,12,no,6.36303,580.0010999
1607,5,50,yes,0,no,no,yes,male,yes,12,no,6.55108,699.9997655
1608,6,50,yes,0,no,no,yes,male,yes,12,no,6.71538,824.9972063
1609,7,50,yes,0,no,no,yes,male,yes,12,no,6.80239,899.995713
1610,8,50,yes,0,no,no,yes,male,yes,12,no,6.90776,1000.004721
1611,23,49,no,1,no,yes,yes,male,no,16,no,6.90575,997.9967302
1612,24,48,no,1,no,yes,yes,male,no,16,no,6.90575,997.9967302
1613,25,49,no,1,no,yes,yes,male,no,16,no,7.64969,2099.99449
1614,26,48,no,1,no,yes,yes,male,no,16,no,7.88231,2649.986965
1615,27,49,no,1,no,yes,yes,male,no,16,no,7.82405,2500.009973
1616,28,48,no,1,no,yes,yes,male,no,16,no,7.97247,2900.011554
1617,29,48,no,1,no,yes,yes,male,no,16,no,8.04719,3125.001368
1618,27,34,no,0,no,no,yes,male,no,17,no,6.04025,419.9980213
1619,28,49,no,0,no,no,yes,male,no,17,no,6.90575,997.9967302
1620,29,49,no,0,no,no,yes,male,no,17,no,6.95655,1050.004785
1621,30,47,no,0,no,no,yes,male,no,17,no,7.01571,1113.997304
1622,31,46,no,0,no,no,yes,male,yes,17,no,7.09008,1200.003797
1623,32,48,no,0,no,no,yes,male,no,17,no,7.1309,1250.001462
1624,33,48,no,0,no,no,yes,male,no,17,no,7.04141,1142.998098
1625,30,46,yes,0,no,yes,yes,male,yes,10,no,6.63332,760.0011907
1626,31,49,yes,0,no,yes,yes,male,yes,10,no,6.71538,824.9972063
1627,32,47,yes,1,no,yes,yes,male,yes,10,no,6.82979,924.9965428
1628,33,50,yes,1,no,yes,yes,male,yes,10,no,6.90776,1000.004721
1629,34,50,yes,1,no,yes,yes,male,no,10,no,7.00307,1100.004995
1630,35,45,yes,1,no,yes,yes,male,yes,10,no,7.08255,1191.001704
1631,36,39,yes,1,no,yes,yes,male,yes,10,no,7.1309,1250.001462
1632,21,39,yes,1,no,no,yes,male,yes,12,no,6.23245,509.0010096
1633,22,47,yes,1,no,no,yes,male,yes,12,no,6.30262,546.0005592
1634,23,48,yes,1,no,no,yes,male,yes,12,no,6.34564,570.0020743
1635,24,48,yes,1,no,no,yes,male,yes,12,no,6.47235,647.0023975
1636,25,50,yes,1,no,no,yes,male,yes,12,no,6.48768,656.9973599
1637,26,48,yes,1,no,no,yes,male,yes,12,no,6.71538,824.9972063
1638,27,47,yes,1,no,no,yes,male,yes,12,no,6.74524,850.0031029
1639,18,49,yes,1,yes,no,yes,male,no,7,no,5.92693,375.0014903
1640,19,48,yes,1,yes,no,yes,male,no,7,no,5.95324,384.9987163
1641,20,46,yes,1,yes,no,yes,male,no,7,no,6.10925,450.0010878
1642,21,48,yes,1,yes,no,yes,male,no,7,no,6.14204,465.0012064
1643,22,46,yes,1,yes,no,yes,male,no,7,no,6.17379,480.0018701
1644,23,40,yes,1,yes,no,yes,male,no,7,no,6.17379,480.0018701
1645,24,49,yes,1,yes,no,yes,male,no,7,no,6.17379,480.0018701
1646,7,48,no,1,no,no,yes,male,no,17,no,6.90575,997.9967302
1647,8,49,no,1,no,no,yes,male,no,17,no,6.90575,997.9967302
1648,9,49,no,1,no,no,yes,male,no,17,no,7.18917,1325.002997
1649,10,49,no,1,no,no,yes,male,no,17,no,7.19293,1329.994386
1650,11,48,no,1,no,yes,yes,male,no,17,no,7.37776,1600.001747
1651,12,48,no,1,no,yes,yes,male,no,17,no,7.37776,1600.001747
1652,13,48,no,1,no,yes,yes,male,no,17,no,7.48717,1784.993406
1653,6,36,no,0,no,no,yes,male,no,16,no,6.16331,474.9977181
1654,7,36,no,0,no,no,yes,male,no,16,no,6.15273,469.9987335
1655,8,43,no,0,no,no,yes,male,no,16,no,6.3699,583.999426
1656,9,36,no,0,no,no,yes,male,no,16,no,6.38012,589.9985032
1657,10,40,no,0,no,no,yes,male,no,16,no,6.31716,553.9974035
1658,11,40,no,0,no,no,yes,male,no,16,no,6.57925,719.9991274
1659,12,36,no,0,no,no,yes,male,no,16,no,6.59304,729.9966901
1660,32,52,no,0,no,no,no,male,yes,12,no,6.74524,850.0031029
1661,33,50,yes,0,no,no,no,male,no,12,no,6.85118,944.9953435
1662,34,52,yes,0,no,no,yes,male,no,12,no,6.90776,1000.004721
1663,35,50,no,0,no,no,yes,male,no,12,no,6.96602,1059.995562
1664,36,50,no,0,no,no,yes,male,no,12,no,7.03439,1135.00235
1665,37,48,no,0,no,no,yes,male,no,12,no,6.92067,1012.998476
1666,38,48,no,0,no,no,yes,male,no,12,no,7.03527,1136.001591
1667,27,47,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
1668,28,47,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
1669,29,47,no,0,no,yes,yes,male,no,16,no,7.82405,2500.009973
1670,30,47,no,0,no,yes,yes,male,no,16,no,7.90101,2700.00796
1671,31,47,no,0,no,yes,yes,male,no,16,no,7.67322,2149.99329
1672,32,47,no,0,no,no,yes,male,no,16,no,8.00637,3000.007297
1673,33,49,no,0,no,no,yes,male,no,16,no,8.05516,3150.007145
1674,34,49,yes,1,no,yes,yes,male,yes,12,no,6.90575,997.9967302
1675,35,49,yes,1,no,yes,yes,male,yes,12,no,6.90575,997.9967302
1676,36,49,yes,1,no,yes,yes,male,yes,12,no,7.12367,1240.996544
1677,37,49,yes,1,no,yes,yes,male,yes,12,no,7.23921,1392.993072
1678,38,49,yes,0,no,yes,yes,male,yes,12,no,7.42357,1675.002606
1679,39,49,yes,0,no,yes,yes,male,yes,12,no,7.46737,1749.998133
1680,40,48,yes,0,no,yes,yes,male,yes,12,no,7.55747,1914.994443
1681,15,50,yes,0,no,yes,yes,male,no,10,no,6.53814,691.0001218
1682,16,49,yes,0,no,yes,no,male,no,10,no,6.62936,756.9975372
1683,17,45,yes,0,no,yes,no,male,no,10,no,6.72263,831.0001705
1684,18,43,yes,1,no,yes,yes,male,no,10,no,6.86485,958.0021287
1685,19,49,yes,0,no,yes,yes,male,no,10,no,6.87626,968.9955311
1686,20,44,yes,0,no,yes,yes,male,yes,10,no,6.75809,860.9961217
1687,21,38,yes,0,no,yes,yes,male,yes,10,no,6.76964,870.9982782
1688,7,47,yes,0,no,yes,no,female,yes,10,no,5.75257,314.9991688
1689,8,45,yes,0,no,yes,no,female,yes,10,no,5.75257,314.9991688
1690,9,46,yes,0,no,yes,no,female,yes,10,no,5.88053,357.9989309
1691,10,41,yes,0,no,yes,no,female,yes,10,no,5.94542,381.9997675
1692,11,48,yes,0,no,yes,no,female,yes,10,no,6.03548,417.9994012
1693,12,45,yes,0,no,yes,no,female,yes,10,no,6.02587,414.0016668
1694,13,39,yes,0,no,yes,no,female,yes,10,no,6.16542,476.0010214
1695,9,46,yes,1,no,yes,yes,male,yes,12,no,6.90575,997.9967302
1696,10,43,yes,1,no,yes,yes,male,yes,12,no,6.90575,997.9967302
1697,11,40,yes,1,no,yes,yes,male,yes,12,no,7.1452,1268.004901
1698,12,43,yes,0,no,yes,yes,male,yes,12,no,7.22548,1373.997976
1699,13,50,yes,0,no,yes,yes,male,yes,12,no,7.33302,1529.995388
1700,14,49,yes,1,no,yes,yes,male,yes,12,no,7.40853,1649.999065
1701,15,48,yes,1,no,yes,yes,male,yes,12,no,7.34601,1549.999675
1702,22,42,yes,1,yes,no,yes,male,no,10,no,6.37161,584.9989194
1703,23,48,yes,1,yes,no,yes,male,no,10,no,6.46925,644.9997957
1704,24,48,yes,1,yes,no,yes,male,no,10,no,6.56948,712.9989872
1705,25,43,yes,1,yes,no,yes,male,no,10,no,6.51175,673.0031432
1706,26,52,yes,1,yes,no,yes,male,no,10,no,6.56526,709.9964713
1707,27,52,yes,1,yes,no,yes,male,no,10,no,6.64639,769.9996036
1708,28,52,yes,1,yes,no,yes,male,no,10,no,6.7334,839.9984109
1709,36,48,yes,0,no,yes,yes,male,no,7,no,6.39693,600.0002069
1710,37,44,yes,0,no,yes,yes,male,no,7,no,6.47697,649.9984641
1711,38,45,yes,0,no,yes,yes,male,no,7,no,6.55108,699.9997655
1712,39,50,yes,0,no,yes,yes,male,no,7,no,6.62007,749.9975951
1713,40,50,yes,0,no,yes,yes,male,no,7,no,6.66568,784.9970815
1714,41,50,yes,0,no,yes,yes,male,no,7,no,6.68461,799.9986179
1715,42,40,yes,0,no,yes,yes,male,no,7,no,6.7093,819.996441
1716,37,50,yes,0,yes,no,yes,male,yes,10,no,6.47697,649.9984641
1717,38,26,yes,0,yes,no,yes,male,no,10,no,6.35437,574.9999765
